default		00:00:00.050	0.05	00:00:01.660	1.66	00:00:01.610	1.61	swipe_left
default		00:00:02.120	2.12	00:00:04.310	4.31	00:00:02.190	2.19	swipe_left
default		00:00:04.590	4.59	00:00:05.550	5.55	00:00:00.960	0.96	nothing
default		00:00:05.560	5.56	00:00:07.020	7.02	00:00:01.460	1.46	swipe_left
default		00:00:07.040	7.04	00:00:08.300	8.3	00:00:01.260	1.26	nothing
default		00:00:08.320	8.32	00:00:09.740	9.74	00:00:01.420	1.42	swipe_left
default		00:00:09.760	9.76	00:00:10.930	10.93	00:00:01.170	1.17	nothing
default		00:00:10.940	10.94	00:00:12.640	12.64	00:00:01.700	1.7	swipe_left
default		00:00:12.660	12.66	00:00:13.770	13.77	00:00:01.110	1.11	nothing
default		00:00:13.790	13.79	00:00:15.310	15.31	00:00:01.520	1.52	swipe_left
default		00:00:15.330	15.33	00:00:16.530	16.53	00:00:01.200	1.2	nothing
default		00:00:16.560	16.56	00:00:17.930	17.93	00:00:01.370	1.37	swipe_left
default		00:00:17.950	17.95	00:00:19.370	19.37	00:00:01.420	1.42	nothing
default		00:00:19.390	19.39	00:00:20.930	20.93	00:00:01.540	1.54	swipe_left
default		00:00:20.940	20.94	00:00:21.900	21.9	00:00:00.960	0.96	nothing
default		00:00:21.930	21.93	00:00:23.670	23.67	00:00:01.740	1.74	swipe_left
default		00:00:23.700	23.7	00:00:24.820	24.82	00:00:01.120	1.12	nothing
default		00:00:24.840	24.84	00:00:26.220	26.22	00:00:01.380	1.38	swipe_left
default		00:00:26.240	26.24	00:00:27.670	27.67	00:00:01.430	1.43	nothing
default		00:00:27.700	27.7	00:00:29.270	29.27	00:00:01.570	1.57	swipe_left
default		00:00:29.290	29.29	00:00:30.680	30.68	00:00:01.390	1.39	nothing
default		00:00:30.700	30.7	00:00:32.290	32.29	00:00:01.590	1.59	swipe_left
default		00:00:32.320	32.32	00:00:33.540	33.54	00:00:01.220	1.22	nothing
default		00:00:33.560	33.56	00:00:35.070	35.07	00:00:01.510	1.51	swipe_left
default		00:00:35.100	35.1	00:00:36.350	36.35	00:00:01.250	1.25	nothing
default		00:00:36.370	36.37	00:00:37.830	37.83	00:00:01.460	1.46	swipe_left
default		00:00:37.850	37.85	00:00:39.070	39.07	00:00:01.220	1.22	nothing
default		00:00:39.080	39.08	00:00:40.160	40.16	00:00:01.080	1.08	swipe_left
default		00:00:40.180	40.18	00:00:41.310	41.31	00:00:01.130	1.13	nothing
default		00:00:41.330	41.33	00:00:42.750	42.75	00:00:01.420	1.42	swipe_left
default		00:00:42.780	42.78	00:00:43.700	43.7	00:00:00.920	0.92	nothing
default		00:00:43.710	43.71	00:00:45.120	45.12	00:00:01.410	1.41	swipe_left
default		00:00:45.150	45.15	00:00:46.400	46.4	00:00:01.250	1.25	nothing
default		00:00:46.430	46.43	00:00:47.880	47.88	00:00:01.450	1.45	swipe_left
default		00:00:47.900	47.9	00:00:48.990	48.99	00:00:01.090	1.09	nothing
default		00:00:49.010	49.01	00:00:50.320	50.32	00:00:01.310	1.31	swipe_left
default		00:00:50.340	50.34	00:00:52.010	52.01	00:00:01.670	1.67	nothing
default		00:00:52.030	52.03	00:00:53.420	53.42	00:00:01.390	1.39	swipe_left
default		00:00:53.440	53.44	00:00:54.620	54.62	00:00:01.180	1.18	nothing
default		00:00:54.650	54.65	00:00:56.050	56.05	00:00:01.400	1.4	swipe_left
default		00:00:56.070	56.07	00:00:57.210	57.21	00:00:01.140	1.14	nothing
default		00:00:58.980	58.98	00:00:59.690	59.69	00:00:00.710	0.71	nothing
default		00:00:59.720	59.72	00:01:00.930	60.93	00:00:01.210	1.21	swipe_left
default		00:01:00.950	60.95	00:01:02.070	62.07	00:00:01.120	1.12	nothing
default		00:01:02.090	62.09	00:01:03.340	63.34	00:00:01.250	1.25	swipe_left
default		00:01:03.360	63.36	00:01:04.510	64.51	00:00:01.150	1.15	nothing
default		00:01:04.530	64.53	00:01:05.780	65.78	00:00:01.250	1.25	swipe_left
default		00:01:05.820	65.82	00:01:06.860	66.86	00:00:01.040	1.04	nothing
default		00:01:06.890	66.89	00:01:08.330	68.33	00:00:01.440	1.44	swipe_left
default		00:01:08.350	68.35	00:01:09.400	69.4	00:00:01.050	1.05	nothing
default		00:01:09.420	69.42	00:01:10.910	70.91	00:00:01.490	1.49	swipe_left
default		00:01:10.920	70.92	00:01:12.380	72.38	00:00:01.460	1.46	nothing
default		00:01:12.390	72.39	00:01:13.780	73.78	00:00:01.390	1.39	swipe_left
default		00:01:13.800	73.8	00:01:15.110	75.11	00:00:01.310	1.31	nothing
default		00:01:15.120	75.12	00:01:16.400	76.4	00:00:01.280	1.28	swipe_left
default		00:01:16.420	76.42	00:01:17.590	77.59	00:00:01.170	1.17	nothing
default		00:01:17.610	77.61	00:01:19.040	79.04	00:00:01.430	1.43	swipe_left
default		00:01:19.060	79.06	00:01:20.220	80.22	00:00:01.160	1.16	nothing
default		00:01:20.230	80.23	00:01:21.470	81.47	00:00:01.240	1.24	swipe_left
default		00:01:21.490	81.49	00:01:22.520	82.52	00:00:01.030	1.03	nothing
default		00:01:22.540	82.54	00:01:23.870	83.87	00:00:01.330	1.33	swipe_left
default		00:01:23.880	83.88	00:01:25.090	85.09	00:00:01.210	1.21	nothing
default		00:01:25.110	85.11	00:01:26.180	86.18	00:00:01.070	1.07	swipe_left
default		00:01:26.190	86.19	00:01:27.100	87.1	00:00:00.910	0.91	nothing
default		00:01:27.110	87.11	00:01:28.330	88.33	00:00:01.220	1.22	swipe_left
default		00:01:28.350	88.35	00:01:29.370	89.37	00:00:01.020	1.02	nothing
default		00:01:29.400	89.4	00:01:30.780	90.78	00:00:01.380	1.38	swipe_left
default		00:01:30.800	90.8	00:01:31.590	91.59	00:00:00.790	0.79	nothing
default		00:01:31.620	91.62	00:01:32.980	92.98	00:00:01.360	1.36	swipe_left
default		00:01:33.010	93.01	00:01:33.800	93.8	00:00:00.790	0.79	nothing
default		00:01:33.830	93.83	00:01:35.190	95.19	00:00:01.360	1.36	swipe_left
default		00:01:35.210	95.21	00:01:36.150	96.15	00:00:00.940	0.94	nothing
default		00:01:36.170	96.17	00:01:37.370	97.37	00:00:01.200	1.2	swipe_left
default		00:01:37.390	97.39	00:01:38.600	98.6	00:00:01.210	1.21	nothing
default		00:01:38.620	98.62	00:01:39.760	99.76	00:00:01.140	1.14	swipe_left
default		00:01:39.770	99.77	00:01:40.930	100.93	00:00:01.160	1.16	nothing
default		00:01:40.940	100.94	00:01:42.280	102.28	00:00:01.340	1.34	swipe_left
default		00:01:42.300	102.3	00:01:43.310	103.31	00:00:01.010	1.01	nothing
default		00:01:43.330	103.33	00:01:44.560	104.56	00:00:01.230	1.23	swipe_left
default		00:01:44.580	104.58	00:01:45.670	105.67	00:00:01.090	1.09	nothing
default		00:01:45.700	105.7	00:01:46.920	106.92	00:00:01.220	1.22	swipe_left
default		00:01:46.950	106.95	00:01:47.830	107.83	00:00:00.880	0.88	nothing
default		00:01:47.850	107.85	00:01:49.270	109.27	00:00:01.420	1.42	swipe_left
default		00:01:49.300	109.3	00:01:50.400	110.4	00:00:01.100	1.1	nothing
default		00:01:50.420	110.42	00:01:51.710	111.71	00:00:01.290	1.29	swipe_left
default		00:01:51.730	111.73	00:01:52.880	112.88	00:00:01.150	1.15	nothing
default		00:01:52.910	112.91	00:01:54.290	114.29	00:00:01.380	1.38	swipe_left
default		00:01:54.320	114.32	00:01:55.500	115.5	00:00:01.180	1.18	nothing
default		00:01:55.530	115.53	00:01:56.650	116.65	00:00:01.120	1.12	swipe_left
default		00:01:56.680	116.68	00:01:57.790	117.79	00:00:01.110	1.11	nothing
default		00:01:57.810	117.81	00:01:59.210	119.21	00:00:01.400	1.4	swipe_left
default		00:01:59.220	119.22	00:02:00.500	120.5	00:00:01.280	1.28	nothing
default		00:02:00.520	120.52	00:02:01.840	121.84	00:00:01.320	1.32	swipe_left
default		00:02:01.860	121.86	00:02:03.060	123.06	00:00:01.200	1.2	nothing
default		00:02:03.080	123.08	00:02:04.350	124.35	00:00:01.270	1.27	swipe_left
default		00:02:04.380	124.38	00:02:05.660	125.66	00:00:01.280	1.28	nothing
default		00:02:05.680	125.68	00:02:06.900	126.9	00:00:01.220	1.22	swipe_left
default		00:02:06.910	126.91	00:02:08.050	128.05	00:00:01.140	1.14	nothing
default		00:02:08.070	128.07	00:02:09.580	129.58	00:00:01.510	1.51	swipe_left
default		00:02:09.610	129.61	00:02:10.580	130.58	00:00:00.970	0.97	nothing
default		00:02:10.600	130.6	00:02:11.730	131.73	00:00:01.130	1.13	swipe_left
default		00:02:11.750	131.75	00:02:12.990	132.99	00:00:01.240	1.24	nothing
default		00:02:13.010	133.01	00:02:14.200	134.2	00:00:01.190	1.19	swipe_left
default		00:02:14.220	134.22	00:02:15.540	135.54	00:00:01.320	1.32	nothing
default		00:02:15.550	135.55	00:02:16.690	136.69	00:00:01.140	1.14	swipe_left
default		00:02:16.700	136.7	00:02:17.870	137.87	00:00:01.170	1.17	nothing
default		00:02:17.890	137.89	00:02:18.940	138.94	00:00:01.050	1.05	swipe_left
default		00:02:18.960	138.96	00:02:19.990	139.99	00:00:01.030	1.03	nothing
default		00:02:20.020	140.02	00:02:21.290	141.29	00:00:01.270	1.27	swipe_left
default		00:02:21.320	141.32	00:02:22.400	142.4	00:00:01.080	1.08	nothing
default		00:02:22.420	142.42	00:02:23.780	143.78	00:00:01.360	1.36	swipe_left
default		00:02:23.800	143.8	00:02:24.920	144.92	00:00:01.120	1.12	nothing
default		00:02:24.940	144.94	00:02:26.160	146.16	00:00:01.220	1.22	swipe_left
default		00:02:26.180	146.18	00:02:27.090	147.09	00:00:00.910	0.91	nothing
default		00:02:27.110	147.11	00:02:28.450	148.45	00:00:01.340	1.34	swipe_left
default		00:02:28.480	148.48	00:02:29.720	149.72	00:00:01.240	1.24	nothing
default		00:02:29.740	149.74	00:02:30.840	150.84	00:00:01.100	1.1	swipe_left
default		00:02:30.860	150.86	00:02:32.270	152.27	00:00:01.410	1.41	nothing
default		00:02:32.280	152.28	00:02:33.640	153.64	00:00:01.360	1.36	swipe_left
default		00:02:33.660	153.66	00:02:34.870	154.87	00:00:01.210	1.21	nothing
default		00:02:34.890	154.89	00:02:36.210	156.21	00:00:01.320	1.32	swipe_left
default		00:02:36.230	156.23	00:02:37.340	157.34	00:00:01.110	1.11	nothing
default		00:02:37.370	157.37	00:02:38.660	158.66	00:00:01.290	1.29	swipe_left
default		00:02:38.680	158.68	00:02:40.050	160.05	00:00:01.370	1.37	nothing
default		00:02:40.070	160.07	00:02:41.430	161.43	00:00:01.360	1.36	swipe_left
default		00:02:41.450	161.45	00:02:42.410	162.41	00:00:00.960	0.96	nothing
default		00:02:42.430	162.43	00:02:43.770	163.77	00:00:01.340	1.34	swipe_left
default		00:02:43.800	163.8	00:02:45.240	165.24	00:00:01.440	1.44	nothing
default		00:02:45.260	165.26	00:02:46.570	166.57	00:00:01.310	1.31	swipe_left
default		00:02:46.590	166.59	00:02:47.940	167.94	00:00:01.350	1.35	nothing
default		00:02:47.970	167.97	00:02:49.190	169.19	00:00:01.220	1.22	swipe_left
default		00:02:49.230	169.23	00:02:50.200	170.2	00:00:00.970	0.97	nothing
