default		00:00:00.930	0.93	00:00:01.960	1.96	00:00:01.030	1.03	table_flip
default		00:00:03.730	3.73	00:00:04.590	4.59	00:00:00.860	0.86	table_flip
default		00:00:07.160	7.16	00:00:08.200	8.2	00:00:01.040	1.04	table_flip
default		00:00:11.810	11.81	00:00:12.550	12.55	00:00:00.740	0.74	table_flip
default		00:00:15.300	15.3	00:00:16.420	16.42	00:00:01.120	1.12	table_flip
default		00:00:18.300	18.3	00:00:19.220	19.22	00:00:00.920	0.92	table_flip
default		00:00:21.130	21.13	00:00:22.090	22.09	00:00:00.960	0.96	table_flip
default		00:00:24.960	24.96	00:00:26.030	26.03	00:00:01.070	1.07	table_flip
default		00:00:28.170	28.17	00:00:29.140	29.14	00:00:00.970	0.97	table_flip
default		00:00:31.080	31.08	00:00:32.150	32.15	00:00:01.070	1.07	table_flip
default		00:00:34.260	34.26	00:00:35.300	35.3	00:00:01.040	1.04	table_flip
default		00:00:37.140	37.14	00:00:38.130	38.13	00:00:00.990	0.99	table_flip
default		00:00:39.620	39.62	00:00:40.500	40.5	00:00:00.880	0.88	table_flip
default		00:00:42.880	42.88	00:00:44.020	44.02	00:00:01.140	1.14	table_flip
default		00:00:45.620	45.62	00:00:46.650	46.65	00:00:01.030	1.03	table_flip
default		00:00:48.830	48.83	00:00:50.040	50.04	00:00:01.210	1.21	table_flip
default		00:00:51.880	51.88	00:00:52.790	52.79	00:00:00.910	0.91	table_flip
default		00:00:55.680	55.68	00:00:56.700	56.7	00:00:01.020	1.02	table_flip
default		00:00:58.170	58.17	00:00:59.280	59.28	00:00:01.110	1.11	table_flip
default		00:01:02.040	62.04	00:01:03.100	63.1	00:00:01.060	1.06	table_flip
default		00:01:04.620	64.62	00:01:05.750	65.75	00:00:01.130	1.13	table_flip
default		00:01:07.970	67.97	00:01:09.040	69.04	00:00:01.070	1.07	table_flip
default		00:01:11.300	71.3	00:01:12.350	72.35	00:00:01.050	1.05	table_flip
default		00:01:14.630	74.63	00:01:15.610	75.61	00:00:00.980	0.98	table_flip
default		00:01:17.210	77.21	00:01:18.180	78.18	00:00:00.970	0.97	table_flip
default		00:01:20.290	80.29	00:01:21.240	81.24	00:00:00.950	0.95	table_flip
default		00:01:23.360	83.36	00:01:24.170	84.17	00:00:00.810	0.81	table_flip
default		00:01:26.870	86.87	00:01:27.660	87.66	00:00:00.790	0.79	table_flip
default		00:01:30.210	90.21	00:01:31.130	91.13	00:00:00.920	0.92	table_flip
default		00:01:33.400	93.4	00:01:34.270	94.27	00:00:00.870	0.87	table_flip
default		00:01:36.760	96.76	00:01:37.550	97.55	00:00:00.790	0.79	table_flip
default		00:01:40.260	100.26	00:01:41.330	101.33	00:00:01.070	1.07	table_flip
default		00:01:43.680	103.68	00:01:44.620	104.62	00:00:00.940	0.94	table_flip
default		00:01:47.100	107.1	00:01:47.970	107.97	00:00:00.870	0.87	table_flip
default		00:01:50.970	110.97	00:01:51.970	111.97	00:00:01.000	1.0	table_flip
default		00:01:54.530	114.53	00:01:55.450	115.45	00:00:00.920	0.92	table_flip
